1 Time,1 Position,2 Position,3 Position,4 Position,5 Position,6 Position,7: Position,8 Position,9 Position,10 Position,11 Position,12 Position
4.2,0.0323000252246857,0,0.0406000018119812,0.0564999878406525,0.0616999864578247,0.060699999332428,-0.0416000187397003,-0.0326000154018402,-0.0458000004291534,0.031499981880188,0.0293999910354614,0.0401999950408936
4.25,0.0382000207901001,0.0160000026226044,0.0434000194072723,0.0658999979496002,0.0526999831199646,0.0658999979496002,-0.0461000204086304,-0.0406000018119812,-0.0461000204086304,0.0196999907493591,0.0380999743938446,0.0429999828338623
4.3,0.0395000278949738,0.0291000008583069,0.0406000018119812,0.0648999810218811,0.0367999970912933,0.0609999895095825,-0.0458000004291534,-0.0434000194072723,-0.0430000126361847,0.00619998574256897,0.0429999828338623,0.0401999950408936
4.35,0.0350000262260437,0.0385000109672546,0.0326000154018402,0.0564999878406525,0.0148999989032745,0.0481999814510345,-0.0430000126361847,-0.0446999967098236,-0.0371000170707703,-0.00910001993179321,0.0425999760627747,0.0311999917030334
4.4,0.0260000228881836,0.0427000224590302,0.0201000273227692,0.0398999750614166,-0.00690001249313355,0.0280999839305878,-0.0374999940395355,-0.0430000126361847,-0.0295000076293945,-0.0229000151157379,0.0356999933719635,0.0179999768733978
4.45,0.0135000050067902,0.0406000018119812,0.00450000166893005,0.0197999775409699,-0.0312000215053558,0.00549998879432678,-0.0295000076293945,-0.038100004196167,-0.0184000134468079,-0.0333000123500824,0.0231999754905701,0.00169998407363892
4.5,-0.00209999084472656,0.035400003194809,-0.0103999972343445,-0.00450000166893005,-0.0461000204086304,-0.0187000036239624,-0.0187000036239624,-0.0312000215053558,-0.00760000944137573,-0.0385999977588654,0.00759997963905335,-0.0139000117778778
4.55,-0.015999972820282,0.0232000052928925,-0.0259999930858612,-0.0278000235557556,-0.0586000084877014,-0.039900004863739,-0.00730001926422119,-0.0215000212192535,0.00450000166893005,-0.0392000079154968,-0.00870001316070557,-0.0281000137329102
4.6,-0.015999972820282,0.00690001249313355,-0.0356999933719635,-0.0461000204086304,-0.0621000230312347,-0.0555000007152557,0.00450000166893005,-0.0110999941825867,0.0162999927997589,-0.0344000160694122,-0.0243000090122223,-0.0375000238418579
4.65,-0.0394999980926514,-0.0097000002861023,-0.0426999926567078,-0.0597000122070313,-0.0569000244140625,-0.0635000169277191,0.0166999995708466,0,0.0263999998569489,-0.0263999998569489,-0.035400003194809,-0.0430999994277954
4.7,-0.0429999828338623,-0.0245999991893768,-0.0429999828338623,-0.0642000138759613,-0.0451000034809113,-0.0635000169277191,0.0273999869823456,0.0120999813079834,0.0349999964237213,-0.0136000216007233,-0.0430999994277954,-0.042000025510788
4.75,-0.0419999957084656,-0.0370999872684479,-0.0374999940395355,-0.0597000122070313,-0.0271000266075134,-0.0541000068187714,0.0361000001430512,0.0218999981880188,0.0406000018119812,0.00129997730255127,-0.0441000163555145,-0.0347000062465668
4.8,-0.0361000001430512,-0.04339998960495,-0.0266999900341034,-0.0493000149726868,-0.00620001554489136,-0.0413000285625458,0.0419999957084656,0.0315999984741211,0.0440999865531921,0.0155999958515167,-0.039900004863739,-0.0250000059604645
4.85,-0.0245999991893768,-0.0450999736785889,-0.0127999782562256,-0.0309000015258789,0.0172999799251556,-0.0184000134468079,0.0447999835014343,0.0374999940395355,0.0440999865531921,0.0276999771595001,-0.0313000082969666,-0.0111000239849091
4.9,-0.000699996948242188,-0.0419999957084656,0.00240001082420349,-0.00760000944137573,0.0370999872684479,0.00589999556541443,0.0447999835014343,0.0415999889373779,0.0412999987602234,0.0370999872684479,-0.0170000195503235,0.00619998574256897
4.95,0.00520002841949463,-0.0318999886512756,0.0177000164985657,0.0162999927997589,0.0526999831199646,0.0283999741077423,0.0415999889373779,0.0429999828338623,0.035400003194809,0.0411999821662903,-0.000400006771087647,0.020799994468689
5,0.0191000103950501,-0.0179999768733978,0.0302000045776367,0.0384999811649323,0.060699999332428,0.0458000004291534,0.035400003194809,0.0412999987602234,0.0266999900341034,0.0373999774456024,0.0165999829769135,0.0321999788284302
